G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20200906KTWO0,20200906,WO,KT,0,B,0,L,0,27,187,38,34,9,2,0,2,0,1,0,0,3,1,2,6,0,0,0,1,8,7,,,
20200906KTWO0,20200906,KT,WO,0,T,0,W,2,27,167,45,38,12,2,0,0,0,0,0,1,3,0,0,10,1,0,0,0,7,7,,,
20200906LGLT0,20200906,LG,LT,0,T,0,W,1,27,121,44,42,14,4,0,2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,,,
20200906LGLT0,20200906,LT,LG,0,B,0,L,0,27,163,33,29,3,1,0,0,0,0,0,0,4,1,0,8,0,0,0,1,7,5,,,
20200906NCSS1,20200906,SS,NC,1,B,0,W,0,27,130,37,34,10,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,3,3,,,
20200906NCSS1,20200906,NC,SS,1,T,0,L,0,24,147,33,31,5,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,5,5,,,
20200906NCSS2,20200906,SS,NC,2,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200906NCSS2,20200906,NC,SS,2,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200906SKOB0,20200906,SK,OB,0,T,0,L,0,24,165,33,31,3,0,0,0,0,0,0,0,2,0,0,3,0,2,0,1,10,9,,,
20200906SKOB0,20200906,OB,SK,0,B,0,W,0,27,111,43,38,14,2,0,2,0,0,0,0,5,0,0,7,0,0,0,1,0,0,,,
20200907LGLT0,20200907,LG,LT,0,T,0,L,0,24,172,43,40,16,2,0,1,0,0,0,0,3,0,0,4,2,0,0,0,12,12,,,
20200907LGLT0,20200907,LT,LG,0,B,0,W,0,27,181,45,39,16,6,0,2,0,0,0,0,5,0,1,9,1,0,0,1,6,5,,,
20200908HHSS0,20200908,HH,SS,0,T,0,W,0,30,173,43,36,10,2,0,0,0,0,1,2,2,0,0,6,0,0,0,1,2,2,,,
20200908HHSS0,20200908,SS,HH,0,B,0,L,0,30,173,40,36,7,1,0,0,0,0,1,0,3,0,0,9,0,0,0,0,4,4,,,
20200908KTOB0,20200908,OB,KT,0,B,0,W,0,27,157,39,36,12,7,0,1,0,0,0,0,3,0,0,7,0,1,0,1,0,0,,,
20200908KTOB0,20200908,KT,OB,0,T,0,L,0,24,132,38,33,6,1,0,0,0,1,0,0,5,0,0,5,0,2,0,0,8,8,,,
20200908LGHT0,20200908,LG,HT,0,T,0,L,0,24,124,43,35,11,3,1,0,0,0,0,0,6,0,0,5,1,0,0,1,3,1,,,
20200908LGHT0,20200908,HT,LG,0,B,0,W,1,27,160,34,31,7,4,0,0,0,0,0,0,2,1,2,3,0,1,0,0,2,2,,,
20200908LTNC0,20200908,NC,LT,0,B,0,W,0,27,149,46,42,17,5,0,0,0,0,0,0,2,0,0,6,0,1,0,0,2,2,,,
20200908LTNC0,20200908,LT,NC,0,T,0,L,0,24,168,38,33,6,1,0,0,1,0,0,0,5,0,0,6,0,1,0,0,14,10,,,
20200908WOSK0,20200908,SK,WO,0,B,0,L,1,27,196,51,45,16,4,0,3,0,0,1,0,4,0,1,7,0,1,0,0,16,16,,,
20200908WOSK0,20200908,WO,SK,0,T,0,W,1,27,186,49,43,17,4,0,5,0,0,0,0,5,0,0,8,0,0,0,2,15,12,,,
20200909HHSS1,20200909,SS,HH,1,B,0,D,0,27,137,36,31,7,0,0,1,2,1,1,0,3,0,2,5,0,0,0,3,4,4,,,
20200909HHSS1,20200909,HH,SS,1,T,0,D,0,27,163,42,38,10,1,0,2,0,0,1,0,2,0,0,11,0,0,0,0,4,4,,,
20200909HHSS2,20200909,HH,SS,2,T,0,W,0,27,127,43,37,12,1,0,1,0,0,0,0,4,0,0,4,1,0,0,1,0,0,,,
20200909HHSS2,20200909,SS,HH,2,B,0,L,0,27,152,35,31,3,0,0,0,0,0,0,0,4,0,2,10,0,0,0,0,7,7,,,
20200909KTOB0,20200909,KT,OB,0,T,0,W,0,33,161,43,38,5,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,2,2,,,
20200909KTOB0,20200909,OB,KT,0,B,0,L,0,33,179,46,41,10,2,0,0,0,0,1,1,3,0,0,13,0,1,0,2,4,3,,,
20200909LGHT0,20200909,LG,HT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200909LGHT0,20200909,HT,LG,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200909LTNC0,20200909,NC,LT,0,B,0,L,0,30,184,47,42,11,3,0,1,1,0,0,0,4,1,2,7,0,1,0,0,7,7,,,
20200909LTNC0,20200909,LT,NC,0,T,0,W,2,30,194,48,36,8,2,0,0,0,0,0,0,5,0,0,9,0,1,0,1,5,5,,,
20200909WOSK0,20200909,WO,SK,0,T,0,W,1,27,135,53,35,11,2,0,1,1,0,0,2,16,0,0,3,0,0,0,1,4,4,,,
20200909WOSK0,20200909,SK,WO,0,B,0,L,0,27,238,37,35,9,1,0,2,0,0,0,0,2,0,0,5,1,0,0,4,13,11,,,
20200910KTNC0,20200910,NC,KT,0,B,0,W,2,27,126,46,36,13,3,0,3,0,0,0,1,8,0,4,7,0,0,0,0,8,8,,,
20200910KTNC0,20200910,KT,NC,0,T,0,L,0,24,176,37,32,8,0,1,4,0,0,0,1,1,0,0,4,1,0,0,1,13,12,,,
20200910OBHT0,20200910,OB,HT,0,T,0,W,2,27,162,42,36,9,0,0,0,2,0,0,0,6,0,0,7,0,1,0,0,4,4,,,
20200910OBHT0,20200910,HT,OB,0,B,0,L,0,27,174,36,32,7,0,1,1,0,2,0,0,4,0,0,9,0,0,0,0,5,5,,,
20200910SKHH0,20200910,SK,HH,0,T,0,W,0,27,127,41,36,9,1,0,1,1,0,0,0,4,0,0,9,0,1,0,0,1,1,,,
20200910SKHH0,20200910,HH,SK,0,B,0,L,0,27,153,34,30,5,0,0,0,0,0,0,0,3,0,2,5,1,0,0,0,5,5,,,
20200910SSLT0,20200910,SS,LT,0,T,0,L,1,24,200,41,37,10,5,0,0,0,0,1,0,3,0,0,6,0,0,0,1,13,13,,,
20200910SSLT0,20200910,LT,SS,0,B,0,W,0,27,147,50,45,21,3,0,2,0,0,0,0,3,0,0,6,0,1,0,0,8,8,,,
20200910WOLG0,20200910,WO,LG,0,T,0,L,0,24,149,36,32,6,1,0,1,0,0,0,0,3,0,0,7,0,0,0,1,6,3,,,
20200910WOLG0,20200910,LG,WO,0,B,0,W,1,27,136,40,35,10,2,0,1,0,0,0,0,5,0,0,7,0,0,0,0,1,1,,,
20200911KTNC0,20200911,KT,NC,0,T,0,L,0,24,154,38,31,6,0,1,1,0,0,1,0,5,0,0,7,1,1,0,0,9,9,,,
20200911KTNC0,20200911,NC,KT,0,B,0,W,0,27,153,40,37,13,4,0,3,0,0,0,0,3,0,1,10,0,0,1,0,1,1,,,
20200911OBHT0,20200911,OB,HT,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200911OBHT0,20200911,HT,OB,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20200911SKHH0,20200911,SK,HH,0,T,0,W,1,27,162,36,33,8,3,0,0,0,1,0,1,2,0,0,12,0,1,0,2,3,3,,,
20200911SKHH0,20200911,HH,SK,0,B,0,L,0,27,139,38,34,6,1,0,0,0,0,0,0,4,0,0,5,1,1,0,1,4,3,,,
20200911SSLT0,20200911,LT,SS,0,B,0,W,0,27,162,45,37,14,2,0,1,0,0,0,0,8,0,0,9,1,0,0,2,4,3,,,
20200911SSLT0,20200911,SS,LT,0,T,0,L,0,24,182,38,36,8,0,0,2,0,0,0,1,1,0,0,8,0,1,0,2,12,12,,,
20200911WOLG0,20200911,LG,WO,0,B,0,L,0,27,130,38,33,8,1,0,0,1,0,0,2,3,0,2,4,0,0,0,0,8,8,,,
20200911WOLG0,20200911,WO,LG,0,T,0,W,0,27,153,41,38,13,3,1,0,1,0,1,0,0,0,0,11,0,0,0,0,2,2,,,
20200912HHKT0,20200912,KT,HH,0,B,0,W,2,27,126,38,31,9,1,0,0,3,0,0,1,5,0,1,10,0,0,0,0,2,2,,,
20200912HHKT0,20200912,HH,KT,0,T,0,L,0,24,160,36,35,7,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,5,5,,,
20200912HTNC0,20200912,HT,NC,0,T,0,W,0,27,155,48,40,14,5,0,2,0,0,0,0,6,0,0,7,0,1,0,0,3,3,,,
20200912HTNC0,20200912,NC,HT,0,B,0,L,0,27,188,35,32,6,1,0,1,1,0,0,0,3,0,2,2,0,0,0,1,11,10,,,
20200912LTSK0,20200912,SK,LT,0,B,0,W,2,27,145,32,29,5,1,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1,1,,,
20200912LTSK0,20200912,LT,SK,0,T,0,L,0,24,125,36,30,6,0,0,0,0,1,0,1,5,0,0,2,0,1,0,1,2,1,,,
20200912OBWO0,20200912,OB,WO,0,T,0,L,0,24,141,31,29,4,1,0,0,0,0,0,0,2,0,0,6,1,0,0,0,2,2,,,
20200912OBWO0,20200912,WO,OB,0,B,0,W,2,27,123,36,31,9,2,0,0,0,1,1,0,3,0,1,8,0,0,0,0,0,0,,,
20200912SSLG0,20200912,SS,LG,0,T,0,W,0,27,122,36,32,7,0,1,2,1,1,0,0,4,0,0,6,0,0,0,0,1,1,,,
20200912SSLG0,20200912,LG,SS,0,B,0,L,0,27,151,30,29,2,0,0,1,1,0,0,0,1,0,0,8,0,0,0,0,5,5,,,
20200913HHKT0,20200913,KT,HH,0,B,0,W,0,27,167,39,33,12,1,0,0,0,0,1,2,3,0,2,6,1,0,0,0,4,3,,,
20200913HHKT0,20200913,HH,KT,0,T,0,L,4,26,154,39,30,6,1,0,0,0,1,1,1,5,0,0,11,0,0,0,0,5,5,,,
20200913HTNC0,20200913,HT,NC,0,T,0,W,2,27,156,38,33,10,1,0,0,0,2,0,1,3,0,0,6,0,1,0,1,3,3,,,
20200913HTNC0,20200913,NC,HT,0,B,0,L,0,27,150,41,32,8,0,0,0,1,1,1,1,4,0,2,5,0,0,0,2,4,4,,,
20200913LTSK0,20200913,SK,LT,0,B,0,W,2,27,126,29,27,4,0,0,2,1,0,0,0,1,0,2,1,1,0,0,0,1,1,,,
20200913LTSK0,20200913,LT,SK,0,T,0,L,0,24,96,36,29,5,0,0,0,0,0,0,1,5,0,0,5,2,0,0,0,3,3,,,
20200913OBWO0,20200913,OB,WO,0,T,0,D,2,36,242,56,48,15,2,0,0,0,2,0,1,6,0,0,15,0,1,0,0,6,6,,,
20200913OBWO0,20200913,WO,OB,0,B,0,D,0,36,223,60,49,13,1,0,0,1,0,0,0,9,1,1,7,0,0,0,1,6,5,,,
20200913SSLG0,20200913,LG,SS,0,B,0,L,0,27,191,32,31,4,1,0,0,0,0,0,0,1,0,0,5,0,2,0,1,11,9,,,
20200913SSLG0,20200913,SS,LG,0,T,1,W,0,27,110,51,42,18,1,1,1,2,0,0,2,5,0,0,10,0,0,0,0,0,0,,,
20200915LGHH0,20200915,LG,HH,0,T,0,L,0,29,161,42,39,8,2,0,1,3,0,0,0,3,0,0,10,0,0,0,0,6,6,,,
20200915LGHH0,20200915,HH,LG,0,B,0,W,0,30,185,45,38,11,1,0,0,0,0,0,0,3,0,1,14,0,1,0,2,5,4,,,
20200915LTWO0,20200915,LT,WO,0,T,0,W,1,27,190,39,33,10,3,0,1,0,1,0,1,5,0,0,7,2,1,0,1,5,5,,,
20200915LTWO0,20200915,WO,LT,0,B,0,L,0,27,162,46,38,11,1,0,0,0,0,0,0,7,0,1,3,1,0,0,0,8,8,,,
20200915NCOB0,20200915,OB,NC,0,B,0,W,0,27,150,35,30,8,3,0,0,0,0,0,0,2,0,3,5,0,0,0,1,3,3,,,
20200915NCOB0,20200915,NC,OB,0,T,0,L,0,24,128,37,33,6,1,1,0,2,1,0,0,3,0,0,3,0,0,0,1,7,5,,,
20200915SKHT0,20200915,SK,HT,0,T,0,W,0,27,138,52,40,17,1,0,2,1,1,1,1,8,0,0,4,2,0,0,0,1,1,,,
20200915SKHT0,20200915,HT,SK,0,B,0,L,0,27,190,34,29,5,0,0,0,0,0,0,0,5,0,1,5,0,0,0,2,16,15,,,
20200915SSKT0,20200915,SS,KT,0,T,0,W,0,27,171,42,37,14,1,0,1,0,0,1,0,3,0,0,11,1,1,0,2,0,0,,,
20200915SSKT0,20200915,KT,SS,0,B,0,L,0,27,137,38,36,8,1,0,0,0,0,0,0,2,1,0,1,1,1,0,1,7,6,,,
20200916LGHH0,20200916,LG,HH,0,T,0,W,0,27,148,46,40,15,8,0,0,0,0,0,0,6,0,0,11,0,0,0,0,5,5,,,
20200916LGHH0,20200916,HH,LG,0,B,0,L,0,27,162,39,35,9,0,1,2,0,0,0,0,3,0,1,5,1,1,0,1,11,10,,,
20200916LTWO0,20200916,WO,LT,0,B,0,L,0,27,173,37,32,4,1,0,0,1,0,0,0,4,0,1,6,0,0,0,0,8,8,,,
20200916LTWO0,20200916,LT,WO,0,T,0,W,0,27,160,44,39,14,4,0,0,0,0,0,1,2,0,0,12,0,0,0,1,2,1,,,
20200916NCOB0,20200916,NC,OB,0,T,0,W,3,27,133,39,34,8,1,0,2,2,0,0,0,4,0,0,6,0,0,0,0,3,3,,,
20200916NCOB0,20200916,OB,NC,0,B,0,L,0,27,158,33,32,7,1,0,0,0,0,0,0,0,0,1,10,0,0,0,1,5,4,,,
20200916SKHT0,20200916,SK,HT,0,T,0,W,0,27,162,45,37,11,4,0,0,0,1,0,0,7,0,0,6,0,1,0,0,6,6,,,
20200916SKHT0,20200916,HT,SK,0,B,0,L,3,27,193,41,33,10,1,0,1,0,0,0,1,4,1,2,5,1,1,0,1,7,5,,,
20200916SSKT0,20200916,SS,KT,0,T,0,L,0,24,190,45,39,14,1,0,0,0,0,0,0,6,0,0,8,1,1,0,0,11,11,,,
20200916SSKT0,20200916,KT,SS,0,B,0,W,0,27,171,46,43,19,4,0,1,0,0,0,0,2,0,1,4,0,3,0,0,6,6,,,
20200917HHWO0,20200917,HH,WO,0,T,0,L,0,24,152,32,29,3,0,0,0,0,0,0,1,1,0,0,9,0,1,0,0,5,5,,,
20200917HHWO0,20200917,WO,HH,0,B,0,W,1,27,128,35,26,4,2,0,0,0,0,0,1,7,0,1,13,0,0,0,0,2,2,,,
20200917HTSS0,20200917,HT,SS,0,T,0,W,0,27,153,44,40,16,4,0,3,0,0,0,1,3,0,0,11,0,0,0,0,2,2,,,
20200917HTSS0,20200917,SS,HT,0,B,0,L,0,27,167,37,33,7,0,0,0,0,0,0,1,3,0,0,6,0,0,1,1,12,12,,,
20200917LTLG0,20200917,LG,LT,0,B,0,W,0,27,127,39,34,8,0,0,2,1,0,0,0,4,0,0,5,0,0,0,1,1,1,,,
20200917LTLG0,20200917,LT,LG,0,T,0,L,0,24,158,34,34,8,2,0,0,0,0,0,0,0,0,0,6,1,0,0,3,9,9,,,
20200917NCSK0,20200917,SK,NC,0,B,0,L,0,27,146,33,30,4,0,0,0,1,0,1,0,1,1,1,6,0,0,0,0,3,3,,,
20200917NCSK0,20200917,NC,SK,0,T,0,W,1,27,124,38,34,9,1,0,2,1,0,1,0,2,0,0,11,1,0,0,0,0,0,,,
20200917OBKT0,20200917,KT,OB,0,B,0,W,0,27,105,35,31,9,1,1,0,1,0,1,0,2,1,0,5,0,1,0,3,0,0,,,
20200917OBKT0,20200917,OB,KT,0,T,0,L,0,24,157,33,33,6,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,,,
20200918HHWO0,20200918,HH,WO,0,T,0,W,2,27,135,37,36,8,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,,,
20200918HHWO0,20200918,WO,HH,0,B,0,L,0,27,149,34,31,4,2,0,0,1,0,0,0,3,0,1,10,0,0,0,1,2,1,,,
20200918HTSS0,20200918,SS,HT,0,B,0,L,0,27,207,40,35,9,2,0,0,0,1,0,1,4,0,3,4,0,0,0,1,13,13,,,
20200918HTSS0,20200918,HT,SS,0,T,0,W,0,27,155,49,39,15,2,0,2,0,0,1,1,5,0,0,9,0,1,0,2,5,3,,,
20200918LTLG0,20200918,LT,LG,0,T,0,W,1,27,146,40,36,8,1,0,0,1,0,0,0,4,0,0,6,0,0,1,0,3,3,,,
20200918LTLG0,20200918,LG,LT,0,B,0,L,0,27,149,38,34,7,1,0,1,1,0,0,0,4,0,0,8,0,1,0,0,5,2,,,
20200918NCSK0,20200918,NC,SK,0,T,0,W,4,27,145,40,31,8,0,1,1,1,1,2,0,5,0,0,4,0,0,0,0,5,5,,,
20200918NCSK0,20200918,SK,NC,0,B,0,L,0,27,157,37,31,8,2,0,3,0,2,0,0,6,0,2,6,0,0,0,0,9,9,,,
20200918OBKT0,20200918,OB,KT,0,T,0,L,0,31,183,45,41,11,1,0,1,0,0,1,1,1,0,0,11,1,0,0,0,5,5,,,
20200918OBKT0,20200918,KT,OB,0,B,0,W,3,33,159,46,40,11,1,0,1,0,0,0,0,2,0,1,4,0,0,0,1,4,3,,,
20200919HHHT0,20200919,HH,HT,0,T,0,L,0,24,151,31,31,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,8,6,,,
20200919HHHT0,20200919,HT,HH,0,B,0,W,0,27,108,35,29,10,2,0,0,1,0,0,2,3,0,1,11,0,0,0,0,0,0,,,
20200919KTSK0,20200919,SK,KT,0,B,0,L,0,27,157,34,30,3,0,0,0,0,0,0,0,4,0,0,11,0,0,0,1,5,2,,,
20200919KTSK0,20200919,KT,SK,0,T,0,W,4,27,138,41,34,8,0,0,0,1,0,0,1,6,0,0,6,0,1,0,1,0,0,,,
20200919LGOB0,20200919,LG,OB,0,T,0,W,0,27,164,47,40,18,1,0,2,0,0,1,2,3,0,0,8,0,0,0,1,6,6,,,
20200919LGOB0,20200919,OB,LG,0,B,0,L,0,27,178,39,36,10,2,0,2,0,0,0,0,3,0,1,6,0,0,0,1,9,9,,,
20200919NCLT0,20200919,NC,LT,0,T,0,L,0,24,167,36,34,10,0,0,1,1,1,0,0,1,0,0,8,0,0,0,0,5,5,,,
20200919NCLT0,20200919,LT,NC,0,B,0,W,0,27,127,38,30,7,1,0,2,0,0,0,0,7,0,2,7,0,0,0,0,1,1,,,
20200919WOSS0,20200919,WO,SS,0,T,0,W,1,27,153,43,39,15,3,0,0,0,1,0,1,3,0,0,6,0,1,0,1,7,6,,,
20200919WOSS0,20200919,SS,WO,0,B,0,L,0,27,180,40,37,11,3,0,2,2,0,0,0,2,0,1,12,0,0,0,0,8,8,,,
20200920HHHT0,20200920,HT,HH,0,B,0,L,0,27,217,38,33,9,1,0,1,0,0,0,1,4,0,2,10,1,2,0,0,11,11,,,
20200920HHHT0,20200920,HH,HT,0,T,0,W,0,27,157,50,40,16,4,0,1,0,1,1,1,6,0,0,7,0,0,0,0,3,3,,,
20200920KTSK0,20200920,KT,SK,0,T,0,W,1,27,141,43,37,11,2,0,1,2,1,0,1,4,0,0,4,0,0,0,1,2,1,,,
20200920KTSK0,20200920,SK,KT,0,B,0,L,0,27,171,31,28,3,1,0,0,0,0,0,0,3,0,1,10,2,1,0,2,10,6,,,
20200920LGOB0,20200920,LG,OB,0,T,0,L,2,26,191,38,37,10,3,1,2,0,0,0,0,1,0,0,6,0,3,0,0,6,6,,,
20200920LGOB0,20200920,OB,LG,0,B,0,W,0,27,158,45,31,9,1,0,1,1,0,0,0,12,0,2,11,0,0,0,0,5,5,,,
20200920NCLT1,20200920,NC,LT,1,T,0,W,0,27,148,39,35,10,1,1,0,2,0,2,0,1,0,0,9,0,0,0,0,2,1,,,
20200920NCLT1,20200920,LT,NC,1,B,0,L,0,27,146,38,35,8,1,0,1,0,0,0,0,3,1,0,6,0,1,0,1,7,7,,,
20200920NCLT2,20200920,LT,NC,2,B,0,L,0,27,154,41,36,11,0,0,0,0,0,0,0,5,2,0,8,1,0,0,0,6,6,,,
20200920NCLT2,20200920,NC,LT,2,T,0,W,1,27,182,43,37,13,0,0,2,1,1,1,1,2,0,0,8,0,0,0,0,2,2,,,
20200920WOSS0,20200920,SS,WO,0,B,0,W,0,27,161,48,42,18,0,0,3,1,0,1,0,5,0,0,7,0,0,0,0,6,6,,,
20200920WOSS0,20200920,WO,SS,0,T,0,L,0,24,192,41,37,13,2,0,1,0,0,0,0,4,0,0,6,0,1,0,4,14,9,,,
20200922KTLT0,20200922,LT,KT,0,B,0,W,0,27,122,36,31,10,0,0,2,1,0,0,0,3,2,0,10,1,0,0,1,0,0,,,
20200922KTLT0,20200922,KT,LT,0,T,0,L,0,24,130,30,28,2,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,8,8,,,
20200922OBHH0,20200922,HH,OB,0,B,0,W,2,27,125,35,29,6,0,0,1,0,0,0,0,4,0,2,5,0,0,0,0,1,1,,,
20200922OBHH0,20200922,OB,HH,0,T,0,L,0,24,145,33,29,6,0,0,1,0,0,0,0,3,0,0,16,1,1,0,0,5,5,,,
20200922SKLG0,20200922,LG,SK,0,B,0,W,1,27,141,35,30,7,1,0,0,2,0,0,0,5,0,0,9,1,0,0,2,2,2,,,
20200922SKLG0,20200922,SK,LG,0,T,0,L,0,24,149,32,31,3,0,0,1,1,0,0,0,1,0,0,5,0,1,0,1,7,7,,,
20200922SSNC0,20200922,SS,NC,0,T,0,L,3,24,155,34,33,6,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,3,0,,,
20200922SSNC0,20200922,NC,SS,0,B,0,W,0,27,146,36,30,6,1,0,0,1,0,0,0,4,0,2,11,0,1,0,0,2,2,,,
20200922WOHT0,20200922,HT,WO,0,B,0,L,0,27,131,33,30,4,0,0,0,0,0,0,0,3,0,0,3,1,0,0,1,2,1,,,
20200922WOHT0,20200922,WO,HT,0,T,0,W,1,27,131,35,32,5,1,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,,,
20200923KTLT0,20200923,KT,LT,0,T,0,W,2,27,170,46,42,16,3,0,1,1,1,0,0,3,0,0,7,0,0,0,0,5,5,,,
20200923KTLT0,20200923,LT,KT,0,B,0,L,0,27,167,41,33,9,1,0,1,0,0,0,0,8,0,1,5,2,0,0,2,10,9,,,
20200923OBHH0,20200923,OB,HH,0,T,0,L,0,24,159,43,37,11,5,0,0,0,0,0,1,5,0,0,13,0,0,0,0,6,6,,,
20200923OBHH0,20200923,HH,OB,0,B,0,W,3,27,165,38,34,12,3,0,1,1,0,1,0,2,0,1,6,1,0,0,0,5,5,,,
20200923SKLG0,20200923,LG,SK,0,B,0,W,1,27,138,33,31,10,2,0,1,0,1,0,1,1,0,0,10,0,1,0,1,2,1,,,
20200923SKLG0,20200923,SK,LG,0,T,0,L,0,24,145,36,33,8,3,0,0,0,0,0,2,1,0,0,6,0,0,0,0,6,6,,,
20200923SSNC0,20200923,SS,NC,0,T,0,L,0,24,143,39,36,10,2,1,1,2,0,0,1,2,0,0,7,0,0,0,0,8,8,,,
20200923SSNC0,20200923,NC,SS,0,B,0,W,0,27,143,36,30,10,1,0,1,0,1,0,1,5,0,0,11,1,0,0,0,7,7,,,
20200923WOHT0,20200923,HT,WO,0,B,0,L,0,27,159,34,32,5,0,0,1,0,0,0,0,1,0,2,6,0,1,0,0,13,13,,,
20200923WOHT0,20200923,WO,HT,0,T,0,W,0,27,133,48,42,17,3,2,2,0,0,0,1,4,0,0,7,0,1,0,0,1,1,,,
20200924HTKT0,20200924,HT,KT,0,T,0,W,1,27,154,46,40,16,4,1,0,0,0,1,0,5,0,0,11,1,0,0,1,3,2,,,
20200924HTKT0,20200924,KT,HT,0,B,0,L,0,27,187,37,34,8,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,5,,,
20200924LGNC0,20200924,NC,LG,0,B,0,W,0,27,169,45,39,17,4,0,2,0,0,0,1,3,0,2,11,0,1,0,0,8,8,,,
20200924LGNC0,20200924,LG,NC,0,T,0,L,1,24,193,42,35,9,1,0,4,1,0,0,0,7,0,0,4,0,0,0,1,12,12,,,
20200924LTHH0,20200924,HH,LT,0,B,0,W,0,27,156,41,36,15,4,0,1,2,1,1,0,2,1,1,5,1,0,0,3,4,2,,,
20200924LTHH0,20200924,LT,HH,0,T,0,L,0,24,144,38,32,6,0,0,0,3,0,0,1,5,0,0,8,0,1,0,1,7,7,,,
20200924SKWO0,20200924,WO,SK,0,B,0,W,0,27,125,36,32,9,1,0,0,2,0,0,1,2,0,1,8,0,0,0,0,1,1,,,
20200924SKWO0,20200924,SK,WO,0,T,0,L,0,24,122,33,29,6,1,0,0,1,1,0,0,4,0,0,7,2,0,0,1,6,6,,,
20200924SSOB0,20200924,SS,OB,0,T,0,L,0,24,130,34,32,7,1,0,0,1,0,0,0,2,0,0,5,1,0,0,2,1,1,,,
20200924SSOB0,20200924,OB,SS,0,B,0,W,0,27,132,33,26,1,0,0,0,0,0,1,0,4,1,1,8,0,0,0,1,0,0,,,
20200925HTKT0,20200925,HT,KT,0,T,0,L,0,24,150,40,37,12,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,7,,,
20200925HTKT0,20200925,KT,HT,0,B,0,W,1,27,159,40,31,12,1,0,2,1,1,1,1,7,0,0,4,1,0,0,0,3,3,,,
20200925LGNC0,20200925,NC,LG,0,B,0,W,0,27,132,42,30,9,2,1,1,2,0,0,2,6,0,3,7,0,1,0,1,1,1,,,
20200925LGNC0,20200925,LG,NC,0,T,0,L,0,24,172,36,33,7,0,0,1,0,0,0,0,3,0,0,10,1,0,0,1,7,5,,,
20200925LTHH0,20200925,HH,LT,0,B,0,W,0,30,177,48,40,13,2,0,3,0,0,1,0,4,1,1,6,0,0,0,0,5,5,,,
20200925LTHH0,20200925,LT,HH,0,T,0,L,2,29,158,42,37,13,0,0,2,0,0,0,1,3,0,0,7,0,0,0,0,6,6,,,
20200925SKWO0,20200925,SK,WO,0,T,0,W,0,33,195,48,40,10,2,0,0,3,0,0,0,4,0,0,11,1,0,0,1,6,5,,,
20200925SKWO0,20200925,WO,SK,0,B,0,L,0,33,173,50,45,17,1,0,0,2,1,0,0,4,1,0,6,0,1,0,0,8,8,,,
20200925SSOB0,20200925,OB,SS,0,B,0,L,0,27,131,36,32,7,1,1,0,0,0,1,1,2,0,0,7,0,0,0,1,4,3,,,
20200925SSOB0,20200925,SS,OB,0,T,0,W,2,27,133,34,31,7,0,0,1,2,0,0,0,2,0,0,6,1,0,0,0,3,3,,,
20200926LGKT0,20200926,KT,LG,0,B,0,L,0,27,142,36,31,7,2,0,0,0,1,0,1,4,0,0,3,0,1,0,0,3,3,,,
20200926LGKT0,20200926,LG,KT,0,T,0,W,0,27,157,39,31,7,1,1,0,1,0,1,0,6,0,0,5,0,0,1,1,1,1,,,
20200926LTHT0,20200926,LT,HT,0,T,0,W,0,27,163,50,44,18,7,0,1,0,0,0,1,2,0,0,7,0,1,0,1,3,3,,,
20200926LTHT0,20200926,HT,LT,0,B,0,L,0,27,174,40,34,8,1,0,0,0,0,0,0,5,0,2,5,1,1,0,0,16,16,,,
20200926NCHH0,20200926,HH,NC,0,B,0,L,0,27,223,37,36,9,2,0,1,0,0,0,0,1,0,0,7,0,1,0,1,13,12,,,
20200926NCHH0,20200926,NC,HH,0,T,0,W,0,27,130,51,42,16,1,1,2,0,1,0,0,9,0,0,7,0,0,0,0,1,1,,,
